volume|issue|url|title|abstract
41|2||Promoting business policies in object-oriented methods1|Business policies have been proposed to bridge the gap between business and information system professionals, and at the same time, for easing system evolution. So far, however, most approaches to business policies have been biased towards providing a structural perspective. Here, we argue that there is much to be gained from moving the business-policy idea to a behavioral setting such as the one used in most object-oriented methods. This paper proposes a division of behavioral domain features into two orthogonal dimensions depending on the stability of these features: the event dimension which mainly corresponds to state-transition diagrams that are rarely changed, and the policy dimension which describes restrictions and dependencies among elements on the event dimension that routinely evolve with time. This explicit and separate description of business policies allows the changing of these policies without impacting unnecessarily on the underlying domain, thus easing requirement modifications and finally, enhancing software evolution. The paper addresses policy identification, description and implementation.
41|2||An object-oriented implementation of an entity relationship model|During systems design and implementation, high level models need to be suitably transformed to suit the lower level constructs supported by the implementation language. In cases where an entity relationship (ER) model needs to be implemented in an object-oriented environment, substantial coding is required. This is because many of the concepts in the entity relationship model are not directly supported in object-oriented languages. This tedious and error prone coding can be substantially eliminated. Much of the required codes can be consolidated into a layer of generic ER classes that directly represent the various concepts found in the entity relationship model. Specific ER models for application domains can then be directly modeled as subclasses of the generic ER classes, with minimal coding. Besides reducing coding, these classes also eliminate the transformation task otherwise required of the implementor. The design of the generic ER classes is described and discussed.
41|2||Software reuse using C++ classes: The question of inheritance|The purpose of this research is to explore the productivity benefits gained by software reuse in the object-oriented paradigm. There are two types of object-oriented software reuse: black box reuse (class reuse without modification) and white box reuse (class reuse by deriving a new class from and existing one (inheritance)). Each type is examined for its effect on programmer productivity using two related experiments. The results of these experiments show that black box reuse increases programmer productivity, but the benefits of white box reuse are less clear. In order to derive new classes effectively, the parent (library) class must be understood. This research suggests that black box reuse in the object-oriented paradigm should be encouraged in all programmers, but white box reuse should be performed by a library specialist (manager) to remove the overhead of understanding the library's implementation in order to reuse it effectively.
41|2||Estimation of effort and complexity: An object-oriented case study|The metrication of object-oriented software systems is still an underdeveloped part within the domain of the object paradigm. An empirical investigation aimed at finding appropriate measures and establishing simple, yet usable and cost-effective models for estimation and control of object-oriented system projects, was undertaken on a set of object-oriented projects implemented in a stable environment. First, the measures available were screened for possible correlations; then, the models suitable for estimation were derived and discussed. Effort was found to correlate well with the total number of classes and the total number of methods, both of which are known at the end of the design phase. A number of other models for estimation of the source code complexity were also defined.
41|3|http://www.sciencedirect.com/science/journal/01641212/41/3|Editorial|
41|3||A toolset to support the construction and animation of formal specifications|Model-based specification languages, in particular Z, have been widely used to provide a precise and unambiguous statement of the proposed system as perceived by the developer. However, for many complex specifications, developers cannot themselves be sure about the “intended behaviour” of the specification constructed. This paper reports on an approach and toolset that enables a developer to construct a Z specification using the wiZe editor, demonstrate its properties by transforming it into an executable form using the ZAL animation system, and explore its adequacy by animating a variety of scenarios. The application of the approach and toolset is demonstrated on a specification of a telephone network to illustrate that specification validation could be carried out incrementally during development through investigative scenarios to assess the adequacy of the specification. It is claimed that this interaction, when used in peer review or by the individual developer, can provide enhanced accessibility, a better understood and possibly an improved specification.
41|3||A practical language and toolkit for high-integrity tools|This paper shows how a safe interface to heap storage, based on garbage collection as provided in implementations of pure functional languages, can be combined with imperative languages. It also shows how expressive notation from functional languages, such as algebraic data types and equational definition of functions with pattern matching, can be adopted. The paper argues that the resulting combination is appropriate for the construction of high-integrity tools, based on an assessment against the same criteria as have been used for assessing the suitability of imperative languages for producing high-integrity software.
41|3||A task migration algorithm for heterogeneous distributed computing systems|Most load balancing schemes are based on the assumption that all processors in a distributed computing system (DCS) have similar processing power and workload. However, as technology continues to advance, networks have become more likely to contain processors of different capabilities and configurations. The proposed load balancing method is based on the coterie, a tool first used in mutual exclusion and vote assignment. This paper describes how the unique properties of coteries allow the underlying protocol to be tailored to the capabilities of the individual nodes in a connected network. In general, each processor communicates with only a subset of the other processors in the network, keeping message traffic relatively low. The coterie allows these subsets to be constructed according to a more thoughtful method – one that is designed to better meet the needs of networks of varying characteristics. It is also shown that the proposed method will always perform task migration whenever possible i.e., if at least one lightly loaded processor and at least one heavily loaded processor exist in the network, task migration will occur. Further, an extension of our algorithm to provide fault tolerance is given: when a processor fails, the network can continue to function with a modified system configuration.
41|3||Task routing and resequencing in a multiprocessor system|
41|3||History, principles and application of the SPRINT method|This paper presents the history and the principles of the SPRINT method and some experiences with its application. It is a method for the development of embedded control software of audio/video systems based on the formal language COLD. The method is developed and used in Philips. It is an integrated approach combining three key techniques in software development: specification, prototyping and reuse.
42|1|http://www.sciencedirect.com/science/journal/01641212/42/1|Editorial|
42|1||Measuring the comprehensibility of Z specifications|The effects of natural language comments, meaningful variable names, and structure on the comprehensibility of Z specifications are investigated through a designed experiment conducted with a range of undergraduate and post-graduate student subjects. The times taken on three assessment questions are analysed and related to the abilities of the students as indicated by their total score, with the result that stronger students need less time than weaker students to complete the assessment. Individual question scores, and total score, are then analysed and the influence of comments, naming, structure and level of student's class are determined. In the whole experimental group, only meaningful naming significantly enhances comprehension. In contrast, for those obtaining the best score of 3/3 the only significant factor is commenting. Finally, the subjects' ratings of the five specifications used in the study in terms of their perceived comprehensibility have been analysed. Comments, naming and structure are again found to be of importance in the group when analysed as a whole, but in the sub-group of best performing subjects only the comments had an effect on perceived comprehensibility.
42|1||How to write comments suitable for automatic software indexing1|This paper proposes a strategy for writing the comments (that is, natural-language text) embedded in the source code of software components. The novelty of the strategy is that it suggests to proceed step by step starting from given specifications. At the end of the writing process we have, besides the comments themselves, a set of indices forming a short description of the software component (its profile), which is much easier to manipulate than the full text. By storing profiles into a database a software catalog is built. The availability of software catalogs is strategic to locate reusable components matching specific requirements.
42|1||A classification scheme for software modules|The current abstract view of the detailed architecture of a software program simply focuses on a set of modules that interact with each other. The pictorial view of the architecture of modules abstracts to a directed, connected, acyclic graph whose nodes are modules and whose arcs reveal the reference dependency relationship. No distinction exists among the modules. This paper provides a decided distinction. This paper introduces a new, formal, objective classification scheme of ten classes for modules. The process of fashioning the classification scheme applies the software principle of information hiding to three internal structural components of a module. These components are the variable, the data structure, and the subprogram. Two conceptual constructs enable information hiding. One is the encapsulation of a data structure (object). The other is the inaccessible section of a module which is the section that no external module can reference. Each module belongs to exactly one class. The assignment of a module to a class is objective, not subjective. The scheme opens up the opportunity for a deeper study into each class. The classes of the scheme are subjectively ranked into four categories, ranging from best to worst. The paper lists five benefits of this classification scheme, and relates these benefits to three application areas.
42|1||âParamita wisdomâ password authentication scheme without verification tables|
42|1||An adaptive exponentiation method|Exponentiation of large positive integer with a 512-bit exponent is the basis of several well-known cryptographic algorithms. In this paper, an adaptive method for improving the performance of the m-ary method is proposed and analyzed. Due to the efficient utilization of partial results, it is useful for systems with varied exponent and base. This method is based on two ideas. Firstly, for base x, a few of the exponentiations with smaller exponents are precomputed on-line, that is, x2,x3,…,x(2w−1) are precomputed, where w is an optimization parameter. Secondly, a number of used partial results will be determined and stored in a look-up table during the computation. Assume that squaring is free as compared with multiplication, depending on the numbers of precomputations and partial results, the proposed method on average gives a 26–40% time reduction as compared with the m-ary method. On the other hand, it does require little temporary storage for the used partial results.
42|1||Thread migration and its applications in distributed shared memory systems1|In this paper we describe the way thread migration can be carried in distributed shared memory (DSM) systems. We discuss the advantages of multi-threading in DSM systems and the importance of preempted dynamic thread migration. The proposed solution is implemented in MILLIPEDE: an environment for parallel programming over a network of (personal) computers. MILLIPEDE implements transparent computation migration mechanism: a mobile computation thread in a MILLIPEDE application can be suspended almost at every point during its lifetime and be resumed on another host. This mechanism can be used to better utilize system resources and improve performance by balancing the load and solving ping-pong situations of memory objects, and to provide user ownership on his workstation. We describe how some of these are implemented in the MILLIPEDE system. MILLIPEDE, including its thread migration module, is fully implemented in user-mode (currently on Windows-NT) using the standard operating system APIs.
42|1||Effort estimation and prediction of object-oriented systems1|Due to the growing diffusion of the object-oriented paradigm (OOP) and the need of maintaining under control the process of software development, industries are looking for metrics capable of producing satisfactory effort estimations and predictions. These metrics have to produce results with a known confidence since the early phases of software life-cycle in order to establish a process of prediction and correction of costs. To this end, specific metrics are needed in order to maintain under control object-oriented system development. In this paper, new complexity and size metrics for effort evaluation and prediction are presented and compared with respect to the most important metrics proposed for the same purpose in the literature. The validation of the most important of these metrics is also reported.
42|2|http://www.sciencedirect.com/science/journal/01641212/42/2|Editorial|
42|2||A quantitative approach for assessing the priorities of software quality requirements|There are two challenges in software quality requirements specification and analysis: (a) software requirements are usually imprecise; (b) software quality requirements often conflict with each other. Software quality requirements are often prioritized to resolve their conflicts. However, the priorities of quality requirements are very difficult to assess and determine subjectively. In this paper, a quantitative approach is developed to assess the relative priority of requirements based on the trade-off analysis between conflicting requirements. One technique is based on the trade-off analysis between the satisfaction degrees of requirements and another is based on the marginal rate of substitution in decision science, which specifies the maximal amount of a decision attribute the customer is willing to sacrifice for a unit increase in another decision attribute. A technique is then introduced to transform relative priorities into numeric priorities of requirements so that they can be used in aggregation of requirements. The analytic approach developed in this paper enables an objective assessment of priorities of the requirements, which provides a solid formal foundation for resolving conflicts by prioritizing conflicting requirements.
42|2||An empirical study of the LSS specification toolkit in use|The Lightweight Specification System (LSS) toolkit assists in the development of logic programs, using a variety of high level specification methods. Many other high level specification systems impose a single, uniform view of how specification should proceed. In practice, there is normally no single understanding of how to describe specifications – there are instead a variety of different forms of description which have evolved from the work practices of various domains. Any attempt to disturb these work practices in a radical way will, naturally, meet with resistance unless those who must be educated in new methods can see clearly that they will benefit (soon) from their efforts. LSS addresses this problem by providing a collection of comparatively simple independent tools, each of which is directed at a particular community of users who might reasonably be expected to adjust to the tool without excessive effort. In this sense, LSS is lightweight – it is intended to be easy to pick up. Communication between LSS tools is achieved by using Horn Clause logic as a standard language, although users of some of the tools are buffered from the logical details by interfaces targeted at the appropriate group of users. This allows the products of specification from some of the tools to be used as the basis for more detailed specification (perhaps by other people) using other tools. This paper summarises the current LSS system and describes the results of an experiment in applying it to a substantial software engineering task: the specification of one of its own tools.
42|2||Specifications in software prototyping1|We explore the use of software specifications for software prototyping. This paper describes a process model for software prototyping, and shows how specifications can be used to support such a process via a cellular mobile phone switch example.
42|2||Testing object-oriented programs: from formal specification to test scenario generation|New problems associated with the testing and maintenance of object-oriented programs (OOPs) have been introduced with the dramatically increasing use of OOPs over the past decade. Testing OOPs beyond the class level has been rarely discussed. This paper presents an approach performing high level testing for OOPs based on formal specifications and usage profiles. The behavior of a software system is specified in an object-oriented formal specification. A state model provides a complementary representation of the dynamic behavior. In the model, a state represents the cumulative results of the system behavior. Probability distributions are used to derive the anticipated operation sequences of a program from the state model. An enhanced state transition diagram (ESTD) is used to describe the state model, which incorporates hierarchy, usage and parameter information. This paper describes the construction of state transition diagrams (STDs) based on the formal specification, and the derivation of test scenarios from the ESTD.
42|2||An integrated environment for reuse reengineering C code|The paper presents an integrated environment implemented in Prolog for reuse reengineering existing C systems. Different tools developed in the RE2 project are integrated in the environment through sharing a fine-grained representation for C programs, the Combined C Graph (CCG). Different views of a system can be abstracted and visualised from the data-base of Prolog facts implementing its CCG representation. Software metric tools evaluate the reengineering costs, while reengineering operations are expressed as transformation rules and a symbolic executor allows the production of the reusable module's specification.
42|2||Recombining changes to software specifications1|This paper proposes a model of software changes for supporting the evolution of software prototypes. We decompose software evolution steps into primitive substeps that correspond to monotonic specification changes. This structure is used to rearrange chronological derivation sequences into idealized conceptual derivation structures containing only meaning-extending changes, and to automatically combine different changes to a specification. A set of examples illustrates the ideas.
42|2||Using design abstractions to visualize, quantify, and restructure software1|During design or maintenance, software developers often use intuition, rather than an objective set of criteria, to determine or recapture the design structure of a software system. A decision process based on intuition alone can miss alternative design options that are easier to implement, test, maintain, and reuse. The concept of design-level cohesion can provide both visual and quantitative guidance for comparing alternative software designs. The visual support can supplement human intuition; an ordinal design-level cohesion measure provides objective criteria for comparing alternative design structures. The process for visualizing and quantifying design-level cohesion can be readily automated and can be used to re-engineer software.
42|3|http://www.sciencedirect.com/science/journal/01641212/42/3|Editorial|
42|3||DRDB: Towards distributed real-time database services for time-critical active applications1|Many real-time systems are now being used in safety-critical applications, in which human lives or expensive machinery may be at stake. As real-time systems continue to evolve, their applications become more complex, and often require timely and predictable access to massive amounts of data. This need for advanced data management functionalities in real-time systems poses formidable intellectual and engineering challenges to database researchers and practitioners. Transactions in real-time database systems should be scheduled considering both data consistency and timing constraints. In addition, a real-time database must adapt to changes in the operating environment. The effects of scheduling decisions, and concurrency control mechanisms on real-time database systems have typically been demonstrated in a simulated environment. In this paper we present a real-time database server, called DRDB, which provides an operational platform for research in real-time distributed database issues. Current research issues involving the development of run-time estimates for use in scheduling decisions, temporal functionality, and our efforts in supporting active applications are also discussed.
42|3||Transaction management mechanisms for active and real-time databases: A comprehensive protocol and a performance study|Active and real-time databases (ARTDB) have a variety of applications in electronic brokerages in financial markets, stock trading, network management and manufacturing process control. Transaction processing (TP) in ARTDB is extremely complicated since transactions may trigger other real-time transactions to an arbitrary depth with various types of dependencies (coupling modes). Therefore, transaction processing must be cognizant of not only the time deadlines but also the types of semantic dependencies with other transactions. The conflict resolution between two transactions cannot be considered in isolation since affecting one transaction may affect every other semantically dependent transaction. Similarly, transaction scheduling needs to be compatible with the concurrency control to avoid unnecessary restarts. In this paper we argue that transaction pre-analysis using the pre-declaration paradigm is an efficient mechanism to integrate the various issues of transaction processing such as concurrency control, scheduling, and semantic dependencies. The pre-analysis is possible since in many applications transactions repeat from a set of transaction classes, and the conflicts can be easily determined at a logical level by partitioning relations into mutually exclusive subset (e.g., by stock-id in financial applications). We develop a pre-analysis based transaction processing mechanism called OCCWB. OCCWB is an extended optimistic concurrency control protocol with blocking that combines the benefits of both optimistic and lock based protocols. Such an approach also has an implicit overload management mechanism required in many applications. OCCWB consists of four phases, namely, transaction pre-analysis, serialization ordering, priority adjustment and priority wait. Our protocol is validated using simulation and is shown to outperform existing protocols under various workload and parameter settings.
42|3||Buffer management in real-time active database systems|Real-time, active database systems (RTADBSs) have attracted the attention of researchers in recent times. Such systems are envisioned as control systems for environments as diverse as process control, network management and automated financial trading. Sensors distributed throughout the system report the state of the system to the database. Unacceptable state reports typically result in corrective actions being triggered with deadlines. Thus RTADBSs incorporate both real-time as well as active characteristics. In this paper we study buffer management in RTADBSs. Buffer management is recognized as not being a well studied area in real-time systems. As a result of our work, we postulate (Prefetching Anticipatorily and Priority basEd Replacement) (PAPER), a new buffer management scheme that relies on two strategies: prefetching and priority based buffer replacement. We report the result of studies of the performance of PAPER, as compared to that of existing buffer management algorithms. The insights derived from this paper impact both real-time database systems as well as RTADBSs.
42|3||Transaction processing in distributed active real-time database systems|An active real-time database system (ARTDBS) is designed to provide timely response to the critical situations that are defined on database states. Although a number of studies have already addressed various issues in ARTDBSs, little attention has been paid to scheduling transactions in a distributed ARTDBS environment. In this paper,2 we describe a detailed performance model of a distributed ARTDBS and investigate various performance issues in time-cognizant transaction processing in ARTDBSs. The experiments conducted evaluate the performance under various types of active workload and different distributed transaction-processing architectures. The performance metric used in the evaluations is the fraction of transactions that violate their timing constraints. We also describe and evaluate a nested transaction execution scheme that improves the real-time performance under high levels of active workload.
42|3||Real-time event control in active databases|Most existing languages for the specification of active rules are based on the ECA (event-condition-action) paradigm. Usually, rules specified by such languages are triggered by simple events like the update of a tuple in a relational database. We present a specification language that can be used to specify real-time triggering conditions in terms of complex event patterns. Our specification language can be used to formulate complex, triggering conditions for active rules in terms of event patterns that involve sequences, alternations, iterations, and parallel compositions. Also, the language can be used to specify soft, real-time constraints with respect to the minimum/maximum time required/allowed between pairs of events. Our language is designed to be flexible and general in the sense that it can be combined with most ECA rule languages. We formally define the syntax and semantics of the language and we illustrate its use by means of examples.
42|3||An analysis of lock-based and optimistic concurrency control protocols in multiprocessor real-time databases|Previous studies, e.g., Haritsa et al. (Haritsa, J.R., Livny, M., Carey, M., 1990. Proceedings of Ninth ACM Symposium on Principles of Database systems) have shown that optimistic concurrency control (OCC) generally performs better than lock-based protocols in disk-based real-time database systems (RTDBS). In this paper we compare the two concurrency control protocols in both disk-based and memory-resident multiprocessor RTDBS. Based on simulation, we analyze the intrinsic behaviors of the two protocols. The result of our performance evaluation experiments show that different characteristics of the two environments indeed have great impact on the protocols' performance. We identify such system characteristics and expose the weaknesses of traditional OCC and lock-based protocols. To improve performance, a new protocol, called Two Phase Locking-Lock Write All (2PL-LW), is proposed. We show that 2PL-LW performs better than the traditional protocols in meeting transaction deadlines in both disk-based and memory-resident RTDBS.
43|1|http://www.sciencedirect.com/science/journal/01641212/43/1|Editorial|
43|1||A criticism on the capture-and-recapture method for software reliability assurance|There are not a few literature claiming that the capture-and-recapture method (CR method) can estimate the number of remaining software bugs during the test process and thus enables us to decide when to stop testing. Although the decision when to stop testing can only be made when there is ample confidence that the number of the remaining bugs is less than a certain limit, most of the literature just makes a point estimate of it using a simple proportional formula without considering the level of errors. Some of the literature touches on the fact that the recaptured bug number is given by the hypergeometric distribution, but none uses the confidence interval estimate effectively. This paper derives a formula giving a confidence interval estimate for the seeded bug ratio. Then it presents a virtual experiment to apply the CR method. The paper concludes that the CR method cannot be effectively applied to software testing because it overestimates the number of bugs to be detected before testing can be stopped, and that the CR method is not applicable at all to the final phase of testing because it is very difficult to make so many bugs to be seeded that are equivalent to those remaining in the target software.
43|1||Reverse engineering of software threads: A design recovery technique for large multi-process systems1|Many software systems currently being deployed in both military and industrial domains serve their users through a large number of concurrent processes. Such systems are expensive and time consuming to build and thus cannot be lightly discarded when circumstances change. Instead, the systems must be able to evolve to meet new challenges. But a software system cannot evolve without an understanding of its design, and such understanding is easily lost when the developers disperse. A particularly difficult problem may be to understand how the many processes cooperate to produce each functionality that the user needs. This paper presents a novel, but relatively simple method for using traces of inter-process messages to recover functional software design threads from a large, multi-process system. The method is illustrated with a preliminary case study of the Joint STARS battle management software. The method seems to be effective in identifying the “as built” threads, and in providing unexpected insights even to Software Engineers who are relatively familiar with the system. Design thread recovery for Joint STARS is feasible because instrumentation to capture inter-process messages was designed into the original system. Our results suggest that the designers of new systems should give thought to including such instrumentation since the cost is small and the future economic benefits in easier evolution could be very large.
43|1||How well do experienced software developers predict software change?|Requirements-driven impact analysis (rdia) identifies the set of software entities needed to be changed to implement a new requirement in an existing system. The input is a set of requirements and the existing system. The output is, for each requirement, a set of software entities that have to be changed. The output is used as input to many project-planning activities, for example cost estimation based on change volume. This paper quantifies how well experienced software developers predict change by conducting rdia, where rdia in this case is the general activity of predicting changes based on change request. The means has been an empirical study of rdia in the industrial object-oriented pmr-project. rdia has been carried out in two releases, R4 and R6, of this project as a normal part of project developers' work. This in-depth case-study has been carried out over four years and in close contact with project developers. The correctness of the prediction is high while problems with underprediction have been identified – many more classes than predicted are changed. We have also found that project developers are unaware of their own positive and negative capabilities in predicting change.
43|1||A study of atomic action schemes intended for standard Ada|Although the number of proposals discussing various atomic action schemes is increasing, these schemes are very rarely used in designing practical applications. To a large extent, this is accounted for by the gap existing between the languages used in research and the standard or widely spread languages (e.g. C, C++, Ada 83, Ada 95, Java) employed by practitioners. Moreover, very often researchers extend languages with new features or invent new languages to express their ideas better. Even though these approaches seem to be quite natural, they widen the gap between practice and research. To bridge this gap, we should consider fault tolerance schemes in terms of a standard language, taking the language itself for granted. The question which we believe should be addressed is how to use/implement a particular scheme in these languages rather than how to modify the language. Only in this way the schemes could be used directly and the application domains of atomic action schemes extended. The main intention of this paper is to summarise research that has been done in the last years in designing various atomic action and conversation schemes in Ada 83 and Ada 95. This should give a fuller picture of the existing schemes for researchers and help practitioners to choose the appropriate schemes. We would also like to raise and discuss some questions concerned with moving fault tolerance schemes into standard languages and environments. Finally, we intend to discuss the likely directions of future research in this area.
43|1||Exploiting and-or parallelism in Prolog: The OASys computational model and abstract architecture|Different forms of parallelism have been extensively investigated over the last few years in logic programs and a number of systems have been proposed. Or/And System (OASys) is an experimental parallel Prolog system that exploits and-or-parallelism and comprises a computational model, a compiler, an abstract machine and an emulator. OASys computational model combines the two types of parallelism considering each alternative path as a totally independent computation which consists of a conjunction of determinate subgoals. It is based on distributed scheduling and supports recomputation of paths as well as stack copying. The system features modular design, high distribution and minimal inter-processor communication. This paper presents briefly the computational model and describes the abstract machine discussing data representation, memory organization, instruction set, operation and synchronization. Finally performance results obtained by the single-processor implementation and the multiple-processor emulation are discussed.
