volume|issue|url|title|abstract
50|1||Module interconnection features in object-oriented development tools|The black-box reuse of library classes in the construction of an object-oriented (OO) application is difficult: the principle of information hiding may be violated if classes must know their partners, and code must be typically rewritten. One of the possible ways to increase class decoupling and thus reuse is to employ interconnection languages to describe OO architectures. In this paper we present a decoupling paradigm for individual classes or class collections that facilitates reuse, introducing interconnection features at the design and programming levels. We give examples in a new, second generation OO development system, using asynchronous messages sent to generically identified receivers. 
50|1||Reading between the lines: an examination of systems analysis and design texts|Systems analysis and design is a key component of most information systems academic programs. One of the primary sources of information provided in such courses is the textbook. The purpose of the study is three-fold: first, to determine on an individual text level, the amount of coverage of various tasks, activities and tools; second, to identify which texts capture the largest percentage of the topics being studied; and lastly, to compare the overall rankings of the tasks, activities and tools to those of educators and practitioners. This paper discusses the results of this content analysis, and their implications for IS educators. 
50|1||On the concept of coupling, its modeling and measurement|Although measurement is of importance, the difficulty to develop sound measures should not be underestimated. If a quality we want to assess is ambiguous, it is unlikely to develop reliable measures. For the fundamental concept of coupling, we reveal that there is a big difference between the commonly perceived essence of coupling and its usual definition. We show also that the classification of five coupling levels ranging from data, stamp to content coupling is overly simplified and inconsistent.To avoid further confusion, the concept of module coupling is redefined relying on its essence. By definition, we identify three basic attributes that cover all the aspects of coupling, enabling us to generalize the traditional classification of coupling, and remove the inconsistency. For modeling module coupling, an assumption about modules is introduced. Based on the assumption, we derive rigorously a mathematical model for measuring module coupling. We then demonstrate that the inter-module part of information flow metric cannot be valid theoretically. We show further that the almost unanimously recognized coupling ranking are not reliable, whether it is reckoned as a ordinal or interval scale.Our aim is not restricted to develop one measure more for module coupling, but to clarify confusion on the concept and problems relating to its heuristics, illustrate how to develop rigorously measures based on a clear concept and modeling and finally demonstrate its usefulness. We hope the methodological appraisal presented in this paper is illuminating and could furnish a lesson for software measurement research. 
50|1||Specifying and verifying real-time systems with timing uncertainty|Modeling timing behaviors of systems and verifying timing constraints against the model are major tasks in developing real-time systems. However, it is recognized to be extremely difficult to predict the timing behavior of systems precisely in the requirements phase. Timing uncertainty, if not considered properly in the modeling and verifying steps, may incur subtle, yet critical errors in final products. We propose a method of dealing with such timing uncertainty using an extended duration calculus formalism. The extended duration calculus, named fuzzy duration calculus, allows us to specify uncertain timing behavior of the system using the fuzzy theory. Semantics and proof system of the duration calculus are redefined in order to accommodate fuzzy concepts. Based on the semantics and proof system, we can verify timing constraints against the system model. A portion of nuclear power plant (NPP) control system is employed to demonstrate the feasibility and the effectiveness of our approach. 
50|2|http://www.sciencedirect.com/science/journal/01641212/50/2|The CMMI: it's formidable|
50|2||ElGamal-like digital signature and multisignature schemes using self-certified public keys|In this paper, we first present a digital signature scheme using self-certified public key. Subsequently, we present a digital multisignature scheme extended from the proposed digital signature. Both the proposed schemes have the advantage that the authentication of the public key can be accomplished with the verification of the signature or multisignature. The security of both the proposed schemes is based on the one-way hash function, the factorization and the discrete logarithm assumptions. Moreover, the proposed multisignature scheme preserves the main merits inherent in most of the previously developed schemes. We also demonstrate that the proposed multisignature scheme can withstand the active attack that some malicious impostors try to universally forge an individual signature or a multisignature for a given message that is rejected to be signed by the other co-signers. 
50|2||Robust transparent image watermarking system with spatial mechanisms|A very robust against JPEG compression, difficult for collusion attack, and transparent secret key digital watermarking system, which takes a spatial-domain approach, is presented in this paper. The unique watermark that consists of both the owner's logo and the user's licence number provides the ownership protection and traceability of illicit dissemination. The technique of block-oriented and modular-arithmetic–based watermark embedding and extraction achieves the robustness against image processing such as lossy compression, filtering, and cropping. The random perturbation of the pixels within the marked block as well as the unique and fused watermark information result in difference images with irregular-shape and uneven-luminance blobs, hence greatly increase the difficulty of collusion attack. Transparency is further fulfilled by means of embedding the information bits around but not on the exact edges of the features to avoid edge sharpening or smoothing, which effectively magnifies the contrast among the distributed images. The experimental results demonstrate that the proposed watermarking system is superior to Voyatazis and Pitas's scheme with respect to image processing, and is much more secure than the method of Cox et al.'s method. 
50|2||Towards integration of use case modelling and usage-based testing|This paper focuses on usage modelling as a basis for both requirements engineering (RE) and testing, and investigates the possibility of integrating the two disciplines of use case modelling (UCM) and statistical usage testing (SUT). The paper investigates the conceptual framework for each discipline, and discusses how they can be integrated to form a seamless transition from requirements models to test models for reliability certification. Two approaches for such an integration are identified: integration by model transformation and integration by model extension. The integration approaches are illustrated through an example, and advantages as well as disadvantages of each approach are discussed. Based on the fact that the two disciplines have models with common information and similar structure, it is argued that an integration may result in coordination benefits and reduced costs. Several areas of further research are identified. 
50|2||DHARMA: A tool for evaluating dynamic scheduling algorithms for real-time multiprocessor systems|A majority of today's real-time systems assume a priori knowledge of task characteristics and hence are based on static designs which contribute to their high cost and inflexibility. The next generation of hard real-time systems must be designed to be dynamic and flexible. This provides the motivation to study various dynamic scheduling proposals. In this paper, we evaluate new algorithms for scheduling and resource reclaiming in a dynamic multiprocessor system with fault-tolerant requirements. Resource reclaiming refers to the problem of utilizing resources left unused by a task when its actual computation time is less than its worst case computation time, or when a task is deleted in a fault-tolerant schedule. We also describe the design and implementation of a tool, called Dynamic (Heuristic) scheduling Algorithms for Real-time Multiprocessor systems (DHARMA), to study various dynamic scheduling algorithms, with or without fault-tolerance requirements, and associated resource reclaiming algorithms in a multiprocessor real-time system. 
50|2||The effect of compression on performance in a demand paging operating system|As engineers increase microprocessor speed, many traditionally computer-bound tasks are being transformed to input/output (I/O) bound tasks. Where processor performance had once been the primary bottleneck, I/O performance is now the primary inhibitor to faster execution. As the performance gap widens between processor and I/O, it is becoming more important to improve the efficiency of I/O in order to improve overall system performance. In a demand paging operating system, secondary memory is accessed during program execution when a page fault occurs. To improve program execution, it is increasingly important to decrease the amount of time required to process a page fault. This paper describes a compression format which is suitable for both pages of code and pages of data. We find that when the OS/2 operating system is modified to use this compression format, the time saved due to reduced I/O offsets the additional time required to decompress the page. 
volume|issue|url|title|abstract
51|-|http://www.sciencedirect.com/science/journal/01641212/51|Academics, and the scarlet letter `A'|
51|-||An impact factor model of Intranet adoption: an exploratory and empirical research|
51|-||Approaches for broadcasting temporal data in mobile computing systems|
51|-||An index replication scheme for wireless data broadcasting|In mobile distributed environment, data broadcasting has many applications because it has two desirable characteristics: energy efficiency and bandwidth efficiency. There have been some researches on the indexing mechanisms for wireless data broadcasting in the past. We first describe the problematic issue in the conventional index replication scheme, and then propose various index replication methods based on three criteria: accessibility, energy efficiency and adjacency. We evaluate the proposed scheme in analytic and experimental ways. We show that the proposed index replication scheme reduces the data access cost of mobile clients in an energy efficient manner. We also discuss the relaxation of the given criteria. 
51|-||TVIS: an interactive multimedia communication engine and its applications|
51|-||A multi-server video-on-demand system with arbitrary-rate playback support|
51|-||IDRS: an interactive digital radio station over Internet|
51|-||Exploring the relationships between design measures and software quality in object-oriented systems|
51|-||Corrigendum to: An assessment of systems and software engineering scholars and institutions (1994â1998) [The Journal of Systems and Software 49 (1) (1999) 81â86]|
51|1|http://www.sciencedirect.com/science/journal/01641212/51/1|The âsoftware-firstâ revolution in computer hardware design|
51|1||Cache affinity and resequencing in a shared-memory multiprocessing system|
51|1||An empirical incremental approach to tool evaluation and improvement|
51|1||A new routing control technique using active temporal data management|
51|1||Priority and deadline assignment to triggered transactions in distributed real-time active databases|
51|1||History-driven dynamic load balancing for recurring applications on networks of workstations|
51|1||A soft computing approach for recognition of occluded shapes|
51|2|http://www.sciencedirect.com/science/journal/01641212/51/2|Software requirements success predictors â behavioral factors beat technical ones|
51|2||Estimation support by lexical analysis of requirements documents|
51|2||Coupling and control flow measures in practice|
51|2||An empirical study of complexity metrics in Cobol programs|
51|2||Validating the ISO/IEC 15504 measures of software development process capability|
51|2||Improving the quality of the analysis phase|
52|1|http://www.sciencedirect.com/science/journal/01641212/52/1|On design|
52|1||Software development risks to project effectiveness|Controlling the risks to a software development project is a critical issue examined by information system researchers. Many of the studies and methods to date examine the risks from the broad aspect of system success but attempt to promote activities related to a narrow domain of risks. Our intent is to examine the impact of the spectrum of risks on different aspects of system development. We report the results of a survey of 86 project managers that indicate common aspects of project effectiveness are generally under control, but are most effected by lack of expertise on the project team. Significant relationships also show that lack of clear role definition and conflicts on the team are also elevated risks. Other items are not as critical or limited to a much smaller aspect of effectiveness than overall success. This focusing in on the more important risk aspects will allow for more effective management of the project and a narrowing of techniques to mitigate the significant risks. 
52|1||Breadth-first search oriented symbolic picture representation for spatial match retrieval|To provide sufficient information for percepting symbolic objects among pictures from pictorial information systems, an efficient spatial data structure is needed to identify objects and to specify the spatial relationships among objects in a picture. In this paper, a new symbolic picture representation is proposed through the traversal of a quadtree corresponding to a given picture using breadth-first search and thus is called BFS string. An iconic indexing scheme for retrieving symbolic pictures based on the proposed BFS strings is presented and the algorithms introduced in the bin-tree oriented iconic indexing scheme by Chang and Lee (1998b) [Journal of Data and Knowledge Engineering 26 (2)]. is applied to the scheme for manipulating spatial relationships among objects. Compared with the bin-tree oriented scheme in storage complexity, experimental results show that the proposed BFS string requires less storage space when the picture has a great number of objects. 
52|1||An on-line scheduling policy for IRIS real-time composite tasks|
52|1||Efficient run-time assurance in distributed systems through selection of executable assertions|
52|1||Data dependence analysis for array references|
52|1||Applying stack simulation for branch target buffers|
52|1||To Kanji or not to Kanji: a cognitive perspective|
52|2-3|http://www.sciencedirect.com/science/journal/01641212/52/2-3|Evaluation and assessment in software engineering|
52|2-3||Investigating principles of stakeholder evaluation in a modern IS development approach|
52|2-3||Quantitative analysis of static models of processes|
52|2-3||Evaluation of code review methods through interviews and experimentation|This paper presents the results of a study where the effects of introducing code reviews in an organisational unit have been evaluated. The study was performed in an ongoing commercial project, mainly through interviews with developers and an experiment where the effects of introducing code reviews were measured. Two different checklist-based review methods have been evaluated. The objectives of the study are to analyse the effects of introducing code reviews in the organisational unit and to compare the two methods. The results indicate that many of the faults that normally are found in later test phases or operation are instead found in code reviews, but no difference could be found between the two methods. The results of the study are considered positive and the organisational unit has continued to work with code reviews. 
52|2-3||The role of comprehension in software inspection|In spite of code inspections having been demonstrated as an effective defect detection process, little work has been done to determine how this process best supports the object-oriented paradigm. In contrast, this paradigm (or at least its questionable manifestation in C++) is well supported by tools that purport to aid comprehension. These tools typically take the form of visualisation tools designed to assist in the maintenance process, and it is natural to consider that these tools (or adaptations thereof) might also support inspection. However, since these tools claim to aid comprehension, it is important to consider the role of comprehension in inspection. Or put simply, does comprehension matter, or are there simple techniques in existence which are similarly effective in detecting defects? This paper presents the issues associated with inspections (and the complications presented by the object-oriented paradigm) and comprehension, and presents the results of two experiments which considered the relationship between comprehension and inspection. The results indicate a relationship, but further work is needed to determine the precise nature of this relationship and how inspections might best be supported in the future. 
52|2-3||A formative evaluation of information retrieval techniques applied to software catalogues|
52|2-3||Robust estimations of fault content with captureârecapture and detection profile estimators|
52|2-3||An evaluation of the business object approach to software development|In this paper, we report the result of an evaluation of the use of business objects and business components for developing business application software. This evaluation was a replicated product case study in which a part of an existing product was re-implemented using an UML-based development process. In order to assess the impact of re-use, a second related product was implemented using the new technology. We found that producing software from scratch using UML was less productive during the development lifecycle, but productivity improved when substantial reuse (48%) was achieved. Time to market was not much affected by the new technology but was greatly improved when substantial reuse was achieved. Defect rates appeared substantially lower for the new technology irrespective of reuse levels. The technology also had other benefits including provision of documentation and less reliance on individual members of staff. 
52|2-3||Coupling measures and change ripples in C++ application software|This paper describes an investigation into the effects of class couplings on changes made to a commercial C++ application over a period of  yr. The Chidamber and Kemerer CBO metric is used to measure class couplings within the application and its limitations are identified. Through an in-depth study of the ripple effects of changes to the source code, practical insight into the nature and extent of software couplings is provided. 
52|2-3||Dependability certification of software components|Software components need a uniform approach for rating their quality. The need for this stems from a licensee's inaccessibility to the source code as well as other information concerning how thoroughly the component was validated. This paper proposes a `test quality rating' (TQR) metric that will act as a component's dependability `score'. We envision a process whereby a software publisher submits a component to an independent certification organization that would then calculate TQR for that component. It is preferable for component dependability validation to be performed by an independent organization. This is because even an honest dependability overestimation error on the part of the publisher could be grounds for severe legal penalties. This score would be displayed on any marketing materials or contracts which license that component. In our paper we provides results from applying the metric to a commercial financial application written in Java in order to demonstrate the effectiveness of the metric. 
52|2-3||Experimental assessment of the effect of inheritance on the maintainability of object-oriented systems|
53|1|http://www.sciencedirect.com/science/journal/01641212/53/1|Empirical studies of software development and evolution|
53|1||Towards a framework for empirical assessment of changeability decay|Evolutionary development allows early and frequent adaptations to new or changed requirements. However, such unanticipated changes may invalidate design documentation and cause structural degradations of the software, which in turn may accelerate changeabilitydecay. Our definition of changeability decay focuses on the increased effort required to implement changes. We have identified three approaches to the assessment of changeability decay: (1) structure measurement, (2) change complexity measurement, and (3) benchmarking. Our research aims to evaluate and compare these approaches in order to develop an empirical assessment framework. In this paper we propose a set of change complexity measures (2) and compare them with structural attribute measures (1) using detailed process and product data collected from a commercial object-oriented development project. The preliminary results indicate that the change complexity measures capture some dimensions of changeability decay not accounted for with structural attribute measures. However, the current findings also suggest that many aspects of changeability decay cannot be accounted for by the indirect measures utilized in approach (1) and (2). As an alternative approach, we therefore propose using benchmarks (3) where change effort can be measured more directly. A research methodology for the development of benchmarks and benchmarking procedures are described. 
53|1||Use of friends in C++ software: an empirical investigation|
53|1||An investigation of machine learning based prediction systems|Traditionally, researchers have used either off-the-shelf models such as COCOMO, or developed local models using statistical techniques such as stepwise regression, to obtain software effort estimates. More recently, attention has turned to a variety of machine learning methods such as artificial neural networks (ANNs), case-based reasoning (CBR) and rule induction (RI). This paper outlines some comparative research into the use of these three machine learning methods to build software effort prediction systems. We briefly describe each method and then apply the techniques to a dataset of 81 software projects derived from a Canadian software house in the late 1980s. We compare the prediction systems in terms of three factors: accuracy, explanatory value and configurability. We show that ANN methods have superior accuracy and that RI methods are least accurate. However, this view is somewhat counteracted by problems with explanatory value and configurability. For example, we found that considerable effort was required to configure the ANN and that this compared very unfavourably with the other techniques, particularly CBR and least squares regression (LSR). We suggest that further work be carried out, both to further explore interaction between the end-user and the prediction system, and also to facilitate configuration, particularly of ANNs. 
53|1||Empirical analysis in software process simulation modeling|
53|1||Using evolution to evaluate reverse engineering technologies: mapping the process of software change|
53|1||Priorities for the education and training of software engineers|We present the complete results of our 1998 survey of software practitioners. In this survey we asked over 200 software developers and managers from around the world what they thought about 75 educational topics. For each topic, we asked them how much they had learned about it in their formal education, how much they know about it now and how important the topic has been in their career. The objective of the survey was to provide data that can be used to improve the education and training of information technology workers. The results suggest that some widely taught topics perhaps should be taught less, while coverage of other topics should be increased. 
53|1||Optimal binary vote assignment for replicated data|Data replication can be used to improve the availability of data in a distributed database system. In such a system, a mechanism is required to maintain the consistency of the replicated data. Weighted voting is a popular solution for maintaining the consistency. The performance of a voting system is determined by the vote assignment. It was shown in previous studies that finding the optimal solution among nonnegative integer vote assignments requires O(2N2) time. So it is not suitable to find the optimal integer vote assignment (OIVA) for large systems. In this paper, we propose the optimal binary vote assignment (OBVA) considering only binary vote assignments. It is shown that OBVA can achieve nearly the same availability of OIVA. On the other hand, OBVA requires only O(N2) time, which is preferred for large systems. 
53|1||Branch grafting method for R-tree implementation|
53|2|http://www.sciencedirect.com/science/journal/01641212/53/2|The End of the âOutsourcing Eraâ|
53|2||Coping with ârequirements-uncertaintyâ: the theories-of-action of experienced IS/software project managers|
53|2||A method and tool for assessing object-oriented projects and metrics management|
53|2||Estimating the extent of standards use: the case of ISO/IEC 15504|There has been a proliferation of software engineering standards in the last two decades. While the utility of standards in general is acknowledged, thus far little attempt has been made to evaluate the success of any of these standards. One suggested criterion of success is the extent of usage of a standard. In this paper we present a general method for estimating the extent to which a standard is used. The method uses a capture–recapture (CR) model that was originally proposed for estimating birth and death rates in human populations. We apply the method to estimate the number of software process assessments that were conducted world-wide between September 1996 and June 1998 using the emerging ISO/IEC 15504 International Standard. Our results indicate that 1264 assessments were performed with a 90% confidence interval of 916 and 1895. The method used here can be applied to estimate the extent of usage of other software engineering standards, and also of other software engineering technologies. Such estimates can benefit standards (or technology) developers, funding agencies, and researchers by focusing their efforts on the most widely used standards (or technologies). 
53|2||An investigation of risk perception and risk propensity on the decision to continue a software development project|Many information system (IS) failures may result from the inadequate assessment of project risk. To help managers appraise project risk more accurately, IS researchers have developed a variety of risk assessment tools including checklists and surveys. Implicit in this line of research, however, is the assumption that the use of such devices will lead to more accurate risk perceptions that will, in turn, lead to more appropriate decisions regarding project initiation and continuation. Little is known, though, about the factors that influence risk perception or the interrelationships that exist among risk perception, risk propensity, and decisions about whether or not to continue a project. Without a better understanding of these relationships it is difficult to know whether the application of risk instruments will be an effective means for reducing the incidence of IS failure. This study presents the results of a laboratory experiment designed to: (1) examine the relative contribution of two factors that are believed to shape risk perception: probability that a loss will occur and the magnitude of the potential loss, and (2) explore the relative influence of risk perception and risk propensity on the decision of whether or not to continue a software development project. The results indicate that magnitude of potential loss is the more potent factor in shaping risk perception and that a significant relationship exists between risk perception and decision-making. The implications of these findings are discussed along with directions for future research. 
53|2||A new approach to fault-tolerant scheduling using task duplication in multiprocessor systems|
53|2||TOFF-2: A high-performance fault-tolerant file service|
53|2||An experimental comparison of reading techniques for defect detection in UML design documents|
53|3|http://www.sciencedirect.com/science/journal/01641212/53/3|The missing piece of software development|
53|3||Extending the product family approach to support safe reuse|
53|3||Types of collaborative work in software engineering|This paper is an account on work distribution analyzed from the collaboration point of view. It presents a new classification of the collaborative work in software engineering project. Four types of collaborative work are defined derived from empirical measurements of activities. Mandatory collaborative works are formal scheduled meetings. Called collaborative work is defined when team members call a meeting to solve a problem, which is most often technical. Ad hoc collaborative work is defined when team members work on the same task at the same time and individual work occurs when a team member works on its own on a task related to the project. Data are extracted from the logbook filled out by four team members working on an industrial project that lasts 19 weeks. The characteristics of each type of collaborative activity are described and a quantitative breakdown of how people spend their time in collaboration within a single project is presented. 
53|3||A hybrid approach to analyze empirical software engineering data and its application to predict module fault-proneness in maintenance|
53|3||Function point counting: one programâs experience|
53|3||System Software support for distributed real-time systems|
53|3||Risky business: what we have yet to learn about risk management|
53|3||Testing software to detect and reduce risk|
53|3||Risk-based testing:: Risk analysis fundamentals and metrics for software testing including a financial application case study|The idea of risk-based testing is to focus testing and spend more time on critical functions. By combining the focused process with metrics it is possible to manage the test process by intelligent assessment and to communicate the expected consequences of decisions taken. This paper discusses an approach to risk-based testing and how risk-based testing was carried out in a large project in a financial institution. The paper concludes with how practical risk-based testing experience should inform theory and provide advice on organizational requirements that are necessary to achieve success. 
54|1|http://www.sciencedirect.com/science/journal/01641212/54/1|A letter from the frustrated author of a journal paper|
54|1||An information retrieval system based on a user profile|In this era of information explosion, providing the right information to the right person within reasonable time duration is a very important goal for today’s information retrieval (IR) systems. Due to the characteristics of retrieving methods, the conventional IR models often suffer from inaccurate and incomplete queries as well as inconsistent document relevance. Moreover, each user has his/her own interpretation of the semantic meaning of query terms during the retrieving process. Thus, high accuracy of retrieved information is somewhat hard to achieve. However, accuracy can be improved by designing an IR model that can adapt to the diverse needs of an individual and can perform a personalized search. In this paper, an adaptive information retrieval system embedded in an intelligent feedback tuning mechanism is proposed to capture the personal notions of query terms. This mechanism together with a correlation table is used as a user profile to ‘simulate’ the user’s notions of terms. This correlation table includes the degrees of semantic relevance (SR) and co-occurrence (CO) among terms. By using the personal profile during retrieval, the system can obtain a better match between the information needs and the retrieved results. It is also shown that the recall/precision rates for our system are approximately 91% and 81%, respectively, on average. 
54|1||Similarity retrieval based on group bounding and angle sequence matching in shape database systems|
54|1||An empirical analysis of debugging performance â differences between iterative and recursive constructs|
54|1||Applying meta-analytical procedures to software engineering experiments|
54|1||Performance evaluation of transmission schemes for real-time traffic in a high-speed timed-token MAC network|
54|1||Perceptions of contribution in software teams|
54|1||Non-blocking distributed transaction processing system|
54|1||An assessment of systems and software engineering scholars and institutions (1995â1999)|
54|2|http://www.sciencedirect.com/science/journal/01641212/54/2|Software maintenance, Y2K and other software non-crises|
54|2||Quantifying the closeness between program components and features|
54|2||Decomposing legacy programs: a first step towards migrating to clientâserver platforms|
54|2||Software evolution: code delta and code churn|
54|2||The application of subjective estimates of effectiveness to controlling software inspections|One of the recently proposed tools for controlling software inspections is capture–recapture models. These are models that can be used to estimate the number of remaining defects in a software document after an inspection. Based on this information one can decide whether to reinspect a document to ensure that it is below a prespecified defect density threshold, and that the inspection process itself has attained a minimal level of effectiveness. This line of work has also recently been extended with other techniques, such as the detection profile method (DPM). In this paper, we investigate an alternative approach: the use of subjective estimates of effectiveness by the inspectors for making the reinspection decision. We performed a study with 30 professional software engineers and found that the median relative error of the engineers’ subjective estimates of defect content to be zero, and that the reinspection decision based on that estimate is consistently more correct than the default decision of never reinspecting. This means that subjective estimates provide a good basis for ensuring product quality and inspection process effectiveness during software inspections. Since a subjective estimation procedure can be easily integrated into existing inspection processes, it represents a good starting point for practitioners before introducing more objective decision making criteria by means of capture–recapture models or the defect detection profile method. 
54|2||An experimental investigation of the impact of individual, program, and organizational characteristics on software maintenance effort|
54|2||Locality metrics and program physical structures|
54|2||Discussion|
54|3|http://www.sciencedirect.com/science/journal/01641212/54/3|Y2K, and believing in software practice|
54|3||Selecting reusable stand-alone routines: a proposal and a case study|
54|3||Software retrieval by samples using concept analysis|
54|3||Modularized design for wrappers/monitors in data warehouse systems|
54|3||A multi-granularity locking-based concurrency control in object-oriented database systems|
54|3||An efficient data structure for dynamic memory management|
54|3||Direct execution simulation of load balancing algorithms with real workload distribution|
54|3||Using viewpoints to derive object-oriented frameworks: a case study in the web-based education domain|
54|3||A practical run-time technique for exploiting loop-level parallelism|
